X_cord,Y_cord,Z_cord,rx,ry,rz,roll_angle,pitch_angle,yaw_angle
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,270,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.33118341,11.9102466,269,-3.248588475,-0.011958213,-0.099291834,186.130409,0.685155142,5.689003004
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.33118341,11.9102466,269,-3.248588475,-0.011958213,-0.099291834,186.130409,0.685155142,5.689003004
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.35362246,11.95874451,270,3.093829613,0.024095389,0.073121755,177.2633794,1.380564117,4.189567943
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,270,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.33118341,11.9102466,269,-3.248588475,-0.011958213,-0.099291834,186.130409,0.685155142,5.689003004
20.3631841,11.76733926,269,-3.162033039,-0.007923077,-0.192439331,181.1711478,0.453958884,11.02596146
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.33118341,11.9102466,269,-3.248588475,-0.011958213,-0.099291834,186.130409,0.685155142,5.689003004
20.35362246,11.95874451,269,3.093829613,0.024095389,0.073121755,177.2633794,1.380564117,4.189567943
20.3631841,11.76733926,269,-3.162033039,-0.007923077,-0.192439331,181.1711478,0.453958884,11.02596146
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,270,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.3631841,11.76733926,270,-3.162033039,-0.007923077,-0.192439331,181.1711478,0.453958884,11.02596146
20.53003759,11.96596954,270,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,270,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,270,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.15205787,11.89901819,269,-3.23481212,-0.017098554,0.000251092,185.341082,0.979674978,-0.014386514
20.35362246,11.95874451,269,3.093829613,0.024095389,0.073121755,177.2633794,1.380564117,4.189567943
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.33118341,11.9102466,269,-3.248588475,-0.011958213,-0.099291834,186.130409,0.685155142,5.689003004
20.35362246,11.95874451,269,3.093829613,0.024095389,0.073121755,177.2633794,1.380564117,4.189567943
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.35362246,11.95874451,269,3.093829613,0.024095389,0.073121755,177.2633794,1.380564117,4.189567943
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.3631841,11.76733926,269,-3.162033039,-0.007923077,-0.192439331,181.1711478,0.453958884,11.02596146
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.43088071,11.84187889,269,2.945548439,0.03870845,-0.07341933,168.7674939,2.217830836,-4.206617733
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.35362246,11.95874451,269,3.093829613,0.024095389,0.073121755,177.2633794,1.380564117,4.189567943
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.3631841,11.76733926,269,-3.162033039,-0.007923077,-0.192439331,181.1711478,0.453958884,11.02596146
20.33118341,11.9102466,269,-3.248588475,-0.011958213,-0.099291834,186.130409,0.685155142,5.689003004
19.99319338,11.77628083,269,2.837457269,0.010216278,-0.111020262,162.5743261,0.585349606,-6.360992467
20.33118341,11.9102466,269,-3.248588475,-0.011958213,-0.099291834,186.130409,0.685155142,5.689003004
20.33118341,11.9102466,269,-3.248588475,-0.011958213,-0.099291834,186.130409,0.685155142,5.689003004
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.26336817,11.77032418,269,2.918801453,0.024244086,-0.02794969,167.2350045,1.389083778,-1.601399283
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.3631841,11.76733926,269,-3.162033039,-0.007923077,-0.192439331,181.1711478,0.453958884,11.02596146
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.27028818,12.10924147,269,-2.995659488,0.035553297,0.241405045,-171.6386455,2.037053885,13.83149025
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.3631841,11.76733926,269,-3.162033039,-0.007923077,-0.192439331,181.1711478,0.453958884,11.02596146
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.44005687,11.72183545,269,3.036086647,0.002289855,0.098821344,173.9549511,0.131199028,5.662045963
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.35362246,11.95874451,269,3.093829613,0.024095389,0.073121755,177.2633794,1.380564117,4.189567943
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.29154469,11.94747873,269,-3.158776272,-0.009766773,-0.248495319,180.9845488,0.559594863,14.23773302
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.3631841,11.76733926,269,-3.162033039,-0.007923077,-0.192439331,181.1711478,0.453958884,11.02596146
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.35362246,11.95874451,269,3.093829613,0.024095389,0.073121755,177.2633794,1.380564117,4.189567943
20.44005687,11.72183545,269,3.036086647,0.002289855,0.098821344,173.9549511,0.131199028,5.662045963
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,270,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.20251437,11.70958569,269,2.91369092,0.01099764,0.086411193,166.9421925,0.63011833,4.950996637
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.36757478,11.89980261,269,3.037585743,0.004236008,0.175569422,174.040843,0.242705393,10.0593869
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.53003759,11.96596954,269,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.53003759,11.96596954,270,-3.211476458,-0.020211203,-0.154137437,184.004047,1.158016605,8.831424615
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.33736047,11.93842465,270,-3.251007615,-0.035355921,-0.211130583,186.2690155,2.025745082,12.09689133
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.33736047,11.93842465,270,-3.251007615,-0.035355921,-0.211130583,186.2690155,2.025745082,12.09689133
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.33736047,11.93842465,269,-3.251007615,-0.035355921,-0.211130583,186.2690155,2.025745082,12.09689133
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,269,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50124422,11.83918758,270,2.963227863,0.016384884,0.095193669,169.7804503,0.938784679,5.454195463
20.50757746,11.97633505,270,3.045910052,0.041536312,0.2529827,174.5177908,2.379855386,14.494841
20.0347351,12.3414434,271,-2.995645004,0.000269435,0.241007878,-171.6378156,0.015437475,13.80873426
19.93040341,12.25296034,272,-3.141776787,0.001335016,0.426156922,-180.0105501,0.076490775,24.41699304
20.21324778,12.39466873,273,-3.290486506,-0.033942198,-0.061606509,188.5309894,1.944744671,3.52979294
20.22612742,12.52377655,275,-3.179395135,-0.034623978,-0.095687531,182.1659226,1.983807808,5.482491672
20.13481995,12.7656718,276,-3.164478238,-0.008587791,-0.197922331,181.3112474,0.492044181,11.34011424
19.80512406,12.71779551,277,-3.073510383,0.002666789,0.236984908,-176.0991732,0.152795748,13.57823503
19.68890628,12.78810377,278,-3.141241368,0.001430033,0.423396006,-179.9798728,0.081934847,24.25880421
19.82302791,12.97860514,280,-3.216564808,-0.020977881,-0.159549417,184.295588,1.201944061,9.141508213
19.82302791,12.97860514,281,-3.216564808,-0.020977881,-0.159549417,184.295588,1.201944061,9.141508213
20.01479585,13.29727883,281,-3.135863259,6.57E-05,-0.011518029,-179.6717299,0.003766539,-0.659934452
19.97321748,13.27448014,281,3.026723951,0.002396872,0.104879542,173.4185081,0.137330637,6.009155093
19.97321748,13.27448014,282,3.026723951,0.002396872,0.104879542,173.4185081,0.137330637,6.009155093
19.89300148,13.32274147,282,-3.165978741,-0.008980379,-0.204404401,181.3972199,0.514537839,11.71150952
19.89300148,13.32274147,282,-3.165978741,-0.008980379,-0.204404401,181.3972199,0.514537839,11.71150952
19.89300148,13.32274147,282,-3.165978741,-0.008980379,-0.204404401,181.3972199,0.514537839,11.71150952
19.89300148,13.32274147,282,-3.165978741,-0.008980379,-0.204404401,181.3972199,0.514537839,11.71150952
19.97321748,13.27448014,282,3.026723951,0.002396872,0.104879542,173.4185081,0.137330637,6.009155093
19.97321748,13.27448014,282,3.026723951,0.002396872,0.104879542,173.4185081,0.137330637,6.009155093
19.89300148,13.32274147,283,-3.165978741,-0.008980379,-0.204404401,181.3972199,0.514537839,11.71150952
19.89300148,13.32274147,283,-3.165978741,-0.008980379,-0.204404401,181.3972199,0.514537839,11.71150952
19.89300148,13.32274147,283,-3.165978741,-0.008980379,-0.204404401,181.3972199,0.514537839,11.71150952
19.89300148,13.32274147,283,-3.165978741,-0.008980379,-0.204404401,181.3972199,0.514537839,11.71150952
19.97321748,13.27448014,282,3.026723951,0.002396872,0.104879542,173.4185081,0.137330637,6.009155093
19.89300148,13.32274147,284,-3.165978741,-0.008980379,-0.204404401,181.3972199,0.514537839,11.71150952
19.47129835,13.30367353,285,3.139108697,-0.013458613,-0.371886219,-179.8576798,0.771121735,21.3075108
19.71169968,13.50078676,285,-3.304442301,-0.035810298,-0.075353073,189.3305975,2.051778966,4.317413042
19.57118254,13.54624243,287,-3.220207194,-0.021570401,-0.164807646,184.5042814,1.235892958,9.442782528
19.76531879,13.87967106,288,-3.135983206,5.45E-05,-0.010889411,-179.6786023,0.003122157,-0.623917302
19.6389192,13.90775621,288,-3.167507513,-0.009386221,-0.21123924,181.4848121,0.537790839,12.10311694
19.6389192,13.90775621,289,-3.167507513,-0.009386221,-0.21123924,181.4848121,0.537790839,12.10311694
19.50637561,13.82855968,291,2.967201018,0.019973188,-0.300982365,170.0080953,1.144379374,-17.24501921
19.21852212,13.85610658,291,3.020957332,0.002291772,0.110575514,173.0881052,0.131308885,6.33551026
19.26694779,13.98120898,292,2.941164169,0.016787659,0.110032547,168.5162938,0.96186201,6.304400526
19.47082963,14.17118412,293,3.080831242,0.031296685,0.239124793,176.5186275,1.793167949,13.7008414
19.50304599,14.49194011,294,-3.136106613,4.37E-05,-0.010283532,-179.6856731,0.002503486,-0.589202955
19.61391891,14.62885397,296,-3.303543271,-0.022683486,-0.001629331,189.2790869,1.299668008,0.093353778
19.45370678,14.46992268,296,3.017937464,0.002321888,0.114107032,172.9150795,0.133034379,6.537851347
19.37162229,14.52286466,297,-3.16905971,-0.009805712,-0.218440437,181.5737464,0.561825926,12.51571511
19.09384958,14.62328191,298,-3.30726473,-0.022748031,-0.004286824,189.4923107,1.303366191,0.245616932
19.36001526,14.75987583,299,3.080393866,0.026675184,0.077307488,176.4935677,1.528375476,4.42939279
18.98468032,14.59676633,300,2.93478988,0.01688359,0.11551537,168.1510739,0.967358471,6.61854318
18.98468032,14.59676633,301,2.93478988,0.01688359,0.11551537,168.1510739,0.967358471,6.61854318
19.02766527,14.76984996,301,-3.227859145,-0.02281374,-0.176335452,184.9427059,1.307130989,10.10327716
19.22696625,15.13644487,301,-3.136232566,3.34E-05,-0.009699381,-179.6928896,0.0019153,-0.555733573
19.22696625,15.13644487,302,-3.136232566,3.34E-05,-0.009699381,-179.6928896,0.0019153,-0.555733573
19.22696625,15.13644487,303,-3.136232566,3.34E-05,-0.009699381,-179.6928896,0.0019153,-0.555733573
19.09006058,15.17044122,304,-3.170629838,-0.010239283,-0.226021917,181.6637081,0.586667699,12.95010195
19.07799042,15.42027317,305,3.075958472,0.027374173,0.078285285,176.2394384,1.568424603,4.485416407
18.7936275,15.26297622,306,-3.320820613,-0.023658597,-0.006680346,190.2690057,1.355537741,0.382755632
18.68768264,15.24469854,306,2.928405527,0.016965236,0.121336505,167.7852774,0.972036402,6.952069612
18.68768264,15.24469854,307,2.928405527,0.016965236,0.121336505,167.7852774,0.972036402,6.952069612
18.97569589,15.3893853,307,2.98733716,0.025003712,0.161476671,171.1618112,1.432607187,9.251931719
18.97569589,15.3893853,307,2.98733716,0.025003712,0.161476671,171.1618112,1.432607187,9.251931719
18.93595902,15.81579912,308,-3.136360098,2.38E-05,-0.009135912,-179.7001966,0.001362176,-0.523449208
18.93595902,15.81579912,309,-3.136360098,2.38E-05,-0.009135912,-179.7001966,0.001362176,-0.523449208
18.87728546,15.79410957,310,3.008883985,0.002201114,0.125087609,172.3963534,0.126114525,7.166992092
18.30505144,15.53336271,312,2.902244959,0.00260198,-0.047756201,166.2863873,0.149082451,-2.736228743
18.47818382,15.93814121,313,-3.332994244,-0.024438139,-0.009833473,190.9665033,1.400202223,0.563416485
18.38294747,16.0560998,315,2.957702606,-0.020010945,-0.279583097,-169.4638764,1.146542709,16.01893151
18.52956899,16.2332551,316,2.896717296,0.002506038,-0.045145864,165.9696755,0.143585403,-2.586667476
18.62877926,16.53290686,318,-3.136488192,1.48E-05,-0.008592058,-179.7075359,0.000848417,-0.492288665
18.62877926,16.53290686,318,-3.136488192,1.48E-05,-0.008592058,-179.7075359,0.000848417,-0.492288665
18.62877926,16.53290686,319,-3.136488192,1.48E-05,-0.008592058,-179.7075359,0.000848417,-0.492288665
18.62877926,16.53290686,319,-3.136488192,1.48E-05,-0.008592058,-179.7075359,0.000848417,-0.492288665
18.57476643,16.72689748,320,-3.143317898,-0.005120082,-0.135129249,180.0988492,0.293359102,7.742335649
18.56482047,16.51114765,321,3.004275079,0.002122105,0.131271752,172.1322825,0.121587646,7.521317383
18.56482047,16.51114765,322,3.004275079,0.002122105,0.131271752,172.1322825,0.121587646,7.521317383
